This file was created by CMPT_VAR_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
199409,   -2.31,   -1.18,   -0.81,   -0.09,    1.68,   -1.93,   -2.67,   -1.46,   -0.90,   -1.11,   -0.55,   -0.61,    0.35,    1.55,    1.72
199410,    0.40,   -0.05,   -0.17,   -0.14,    0.13,    0.61,    0.17,   -0.02,   -0.09,   -0.06,   -0.27,   -0.25,   -0.06,    0.29,    0.08
199411,   -3.02,   -3.93,   -5.05,   -3.95,   -4.56,   -2.54,   -3.56,   -4.08,   -3.80,   -5.29,   -4.84,   -4.35,   -3.62,   -3.67,   -4.81
199412,    1.40,    1.69,    2.09,    1.43,   -2.91,    1.17,    1.65,    1.82,    1.58,    1.26,    2.79,    1.56,    1.33,   -0.15,   -3.66
199501,    2.94,    2.14,    0.69,    1.11,    4.27,    3.37,    2.49,    1.62,    2.61,    1.27,    0.21,    1.26,    1.00,    1.17,    5.12
199502,    3.51,    4.68,    4.19,    4.09,    2.54,    3.01,    4.01,    4.72,    4.64,    3.61,    4.66,    4.52,    3.79,    3.42,    2.27
199503,    0.90,    2.37,    2.33,    2.23,    1.65,    0.40,    1.38,    2.64,    2.12,    2.25,    2.40,    2.50,    2.01,    2.40,    1.42
199504,    1.88,    2.46,    2.54,    2.55,    2.41,    1.68,    2.08,    2.67,    2.28,    3.04,    2.13,    2.79,    2.38,    2.21,    2.47
199505,    3.39,    2.50,    2.52,    2.07,    1.55,    3.81,    3.02,    2.26,    2.71,    3.14,    2.04,    1.90,    2.19,    2.31,    1.35
199506,    1.87,    2.61,    3.15,    4.47,    6.92,    1.47,    2.28,    2.59,    2.64,    3.39,    2.94,    4.03,    4.78,    5.94,    7.18
199507,    2.14,    3.69,    5.10,    4.63,    7.08,    1.49,    2.80,    3.65,    3.72,    4.70,    5.47,    4.58,    4.66,    6.50,    7.25
199508,    2.87,    2.27,    3.40,    3.01,    4.03,    2.74,    3.00,    2.30,    2.24,    3.30,    3.48,    3.22,    2.86,    3.40,    4.21
199509,    3.63,    2.40,    1.93,    1.88,    3.14,    3.69,    3.56,    3.02,    1.89,    2.43,    1.55,    2.28,    1.55,    2.20,    3.42
199510,   -0.24,   -1.75,   -2.58,   -2.95,   -5.84,   -0.04,   -0.44,   -1.78,   -1.73,   -1.64,   -3.38,   -3.48,   -2.55,   -3.57,   -6.43
199511,    3.70,    4.19,    3.83,    3.22,    0.34,    2.85,    4.51,    4.97,    3.54,    3.83,    3.83,    3.36,    3.11,    3.43,   -0.53
199512,    3.09,    2.20,    2.09,    3.03,   -0.44,    3.38,    2.82,    2.39,    2.04,    1.98,    2.20,    3.32,    2.83,    1.00,   -0.82
199601,    1.22,    2.65,    1.16,    0.34,    3.98,    1.45,    1.00,    2.54,    2.75,    1.54,    0.84,    0.79,   -0.01,    1.49,    4.74
199602,    1.33,    2.15,    2.50,    2.89,    4.63,    0.88,    1.71,    2.01,    2.28,    2.58,    2.43,    2.12,    3.46,    3.94,    4.80
199603,    1.38,    1.75,    2.14,    2.65,    3.07,    0.80,    1.91,    1.63,    1.87,    1.64,    2.62,    2.95,    2.41,    3.59,    2.95
199604,   -0.01,    2.02,    3.30,    4.98,    8.42,   -0.89,    0.78,    1.62,    2.35,    2.87,    3.72,    4.16,    5.76,    7.24,    8.75
199605,    1.58,    1.86,    2.60,    4.02,    9.53,    1.41,    1.73,    1.82,    1.90,    2.75,    2.46,    3.66,    4.33,    5.52,   10.71
199606,    1.33,    0.08,   -0.69,   -1.56,   -5.24,    1.66,    1.03,    0.85,   -0.64,   -1.14,   -0.31,   -1.54,   -1.58,   -3.49,   -5.68
199607,   -2.93,   -3.65,   -4.73,   -5.42,  -11.42,   -2.47,   -3.38,   -3.21,   -4.06,   -4.77,   -4.69,   -5.50,   -5.36,   -7.89,  -12.28
199608,    3.72,    4.07,    4.42,    4.64,    4.57,    3.36,    4.09,    3.67,    4.43,    3.86,    4.90,    4.62,    4.66,    5.10,    4.43
199609,    3.32,    3.88,    3.66,    2.79,    2.80,    2.78,    3.90,    3.76,    4.00,    3.52,    3.77,    2.57,    2.96,    2.84,    2.79
199610,    2.74,    1.70,    1.58,    0.74,   -4.85,    2.81,    2.68,    1.85,    1.56,    1.88,    1.30,    0.81,    0.68,   -0.52,   -6.02
199611,    5.06,    5.60,    4.34,    3.80,    1.04,    4.31,    5.75,    5.84,    5.38,    4.88,    3.89,    4.82,    3.10,    3.69,    0.33
199612,    0.50,    1.28,    2.31,    1.69,   -1.92,    0.41,    0.59,    0.64,    1.85,    2.13,    2.45,    1.81,    1.60,    1.43,   -2.90
199701,    2.59,    3.36,    3.15,    4.00,    8.57,    2.16,    3.00,    3.45,    3.29,    3.39,    2.94,    2.41,    5.19,    4.21,    9.86
199702,    2.71,    2.54,    1.93,    0.29,   -3.47,    2.89,    2.54,    2.31,    2.75,    1.91,    1.95,    1.31,   -0.37,   -2.61,   -3.70
199703,   -1.72,   -2.48,   -2.29,   -2.98,   -7.01,   -1.78,   -1.67,   -2.42,   -2.53,   -2.59,   -2.02,   -3.06,   -2.92,   -4.39,   -7.73
199704,    1.51,    1.84,    0.77,   -0.49,   -4.43,    0.76,    2.24,    2.23,    1.54,    0.84,    0.71,   -0.28,   -0.67,   -2.16,   -5.08
199705,    5.24,    7.13,    6.97,    8.91,   10.21,    4.53,    5.99,    7.22,    7.05,    6.82,    7.12,    8.55,    9.17,   11.26,    9.91
199706,    5.19,    5.83,    5.92,    6.29,    3.59,    4.83,    5.52,    6.01,    5.68,    5.92,    5.92,    6.35,    6.25,    5.33,    3.02
199707,    6.15,    5.90,    5.48,    5.73,    4.69,    5.75,    6.53,    6.04,    5.77,    6.20,    4.84,    4.90,    6.34,    5.69,    4.41
199708,    0.02,    0.79,    1.73,    2.78,    4.44,   -0.01,    0.04,   -0.07,    1.56,    0.82,    2.59,    1.93,    3.35,    3.74,    4.61
199709,    6.59,    6.93,    7.31,    8.50,    9.37,    7.43,    5.74,    6.82,    7.02,    6.99,    7.62,    8.68,    8.36,    9.26,    9.41
199710,   -0.21,   -1.50,   -1.38,   -1.97,   -2.51,    0.41,   -0.76,   -0.98,   -1.95,   -1.57,   -1.23,   -1.89,   -2.03,   -2.50,   -2.52
199711,    3.74,    1.95,    1.69,    0.36,   -4.42,    3.98,    3.54,    1.87,    2.02,    1.51,    1.85,    0.72,    0.08,   -1.05,   -5.24
199712,    5.77,    4.11,    3.70,    1.62,   -6.95,    5.75,    5.78,    3.84,    4.36,    3.26,    4.10,    1.55,    1.68,   -0.17,   -8.79
199801,   -1.67,   -1.43,   -0.84,   -0.37,    2.90,   -1.76,   -1.58,   -2.03,   -0.90,   -0.78,   -0.89,   -0.46,   -0.30,    0.53,    3.68
199802,    5.55,    6.32,    7.26,    6.61,    6.28,    5.25,    5.86,    6.60,    6.09,    7.28,    7.24,    6.61,    6.62,    7.30,    5.88
199803,    4.79,    4.48,    4.77,    5.75,    4.90,    5.62,    4.02,    4.49,    4.48,    5.30,    4.25,    5.40,    6.01,    5.98,    4.53
199804,    0.30,    1.24,    1.72,    1.77,    3.63,    0.03,    0.55,    0.84,    1.59,    1.72,    1.73,    1.30,    2.09,    2.22,    4.13
199805,   -1.99,   -2.29,   -2.31,   -3.51,   -5.84,   -1.70,   -2.25,   -2.02,   -2.55,   -1.79,   -2.81,   -2.62,   -4.19,   -4.89,   -6.22
199806,   -0.09,   -1.23,   -1.13,   -0.51,   -4.54,    0.13,   -0.29,   -1.49,   -1.03,   -1.65,   -0.61,   -0.65,   -0.40,   -1.97,   -5.42
199807,   -3.71,   -4.38,   -4.20,   -6.24,   -6.41,   -3.18,   -4.28,   -4.38,   -4.38,   -3.80,   -4.50,   -5.83,   -6.50,   -6.03,   -6.52
199808,  -10.21,  -15.43,  -16.16,  -18.24,  -23.57,   -7.91,  -12.46,  -14.61,  -16.17,  -15.31,  -16.93,  -17.09,  -19.14,  -21.19,  -24.44
199809,    2.85,    3.18,    3.11,    4.25,    4.09,    2.02,    3.69,    2.60,    3.81,    2.84,    3.34,    3.92,    4.52,    5.74,    3.47
199810,    1.97,    3.78,    4.08,    3.72,    3.78,    0.82,    3.05,    3.74,    3.81,    4.34,    3.85,    2.78,    4.59,    4.50,    3.47
199811,    3.34,    4.46,    4.70,    6.25,   11.01,    2.29,    4.41,    4.11,    4.78,    4.59,    4.79,    5.49,    6.77,    9.89,   11.44
199812,    2.84,    2.64,    2.14,    3.71,    2.14,    3.13,    2.60,    2.70,    2.58,    1.25,    2.87,    3.75,    3.69,    3.69,    1.56
199901,   -3.38,   -1.35,    0.05,    2.01,   13.77,   -3.66,   -3.13,   -1.90,   -0.80,    0.04,    0.05,    0.85,    2.94,    4.66,   16.79
199902,   -2.18,   -3.57,   -3.89,   -5.33,   -5.54,   -2.38,   -2.02,   -3.90,   -3.29,   -3.86,   -3.91,   -3.95,   -6.13,   -7.39,   -4.81
199903,   -2.23,   -0.91,   -1.26,   -1.22,   -0.82,   -2.74,   -1.75,   -0.58,   -1.21,   -1.00,   -1.47,   -1.85,   -0.75,   -2.03,   -0.41
199904,    4.88,    7.37,    7.63,    7.89,    9.99,    3.53,    6.24,    6.94,    7.80,    6.99,    8.28,    7.34,    8.26,    8.99,   10.40
199905,    2.51,    1.62,    2.63,    3.36,    4.21,    2.70,    2.31,    1.25,    1.99,    2.05,    3.13,    2.78,    3.75,    4.98,    3.89
199906,    1.81,    3.85,    4.25,    4.52,    3.89,    1.62,    2.00,    3.84,    3.85,    3.74,    4.73,    4.17,    4.74,    5.66,    3.15
199907,    0.49,   -0.71,   -0.20,    0.18,    1.57,    0.47,    0.51,   -0.59,   -0.82,   -0.85,    0.40,   -0.20,    0.47,    0.66,    1.90
199908,   -2.62,   -3.37,   -3.67,   -3.26,   -3.65,   -2.27,   -3.00,   -4.20,   -2.56,   -2.78,   -4.50,   -4.13,   -2.68,   -1.98,   -4.24
199909,   -3.16,   -3.40,   -3.19,   -2.33,   -0.76,   -2.52,   -3.83,   -3.73,   -3.07,   -2.94,   -3.41,   -2.97,   -1.85,   -2.16,   -0.28
199910,    1.40,    0.82,   -0.75,   -0.77,   -0.24,    0.80,    1.98,    1.14,    0.53,    0.44,   -1.82,   -0.63,   -0.88,    0.00,   -0.33
199911,   -1.06,    0.63,    1.14,    4.36,   16.94,   -1.22,   -0.88,   -0.71,    1.85,    0.44,    1.67,    2.01,    6.14,    9.37,   20.13
199912,   -2.09,    0.37,    2.19,    5.64,   14.75,   -2.28,   -1.90,   -0.63,    1.40,    0.95,    3.34,    4.39,    6.65,    9.52,   16.97
200001,   -2.77,   -4.14,   -2.58,    1.27,   11.71,   -1.68,   -3.78,   -3.62,   -4.70,   -4.31,   -1.05,   -0.02,    2.30,    3.18,   14.62
200002,   -3.54,   -4.62,   -1.27,    4.25,   24.69,   -2.05,   -5.47,   -5.51,   -3.72,   -1.87,   -0.78,    1.04,    6.88,   12.43,   28.61
200003,    3.91,    7.89,    6.14,    4.28,   -3.99,    3.20,    4.71,    7.41,    8.30,    6.50,    5.84,    5.32,    3.50,    2.05,   -5.85
200004,    2.02,    1.31,   -0.08,   -2.30,  -17.30,    2.14,    1.90,    1.30,    1.33,   -0.17,    0.00,   -2.18,   -2.40,   -8.86,  -20.01
200005,    1.10,    1.13,   -0.14,   -0.90,  -11.34,    0.78,    1.47,    0.83,    1.42,   -0.51,    0.18,   -1.21,   -0.67,   -4.73,  -13.00
200006,    0.13,   -0.64,    1.23,    2.74,   13.47,    0.51,   -0.34,    0.31,   -1.72,    0.92,    1.52,    2.37,    3.09,    6.65,   15.21
200007,    2.96,    3.40,    1.72,    0.83,   -5.36,    2.57,    3.45,    2.94,    3.82,    1.41,    2.01,    0.66,    0.95,   -0.59,   -6.61
200008,    4.13,    4.86,    4.66,    6.21,    7.22,    4.00,    4.32,    4.66,    5.04,    4.37,    4.93,    6.93,    5.62,    7.48,    7.15
200009,    2.11,    0.67,    0.78,   -1.26,   -8.00,    3.02,    1.10,    1.34,   -0.03,    1.10,    0.45,   -0.93,   -1.54,   -2.89,   -9.48
200010,   -0.34,    0.42,    0.01,   -3.03,  -11.31,    0.10,   -0.91,    0.64,    0.17,    0.61,   -0.50,   -0.69,   -4.93,   -5.46,  -13.27
200011,    1.35,   -0.56,   -2.54,   -6.81,  -21.47,    1.58,    1.06,    0.25,   -1.38,   -1.06,   -3.69,   -4.53,   -8.31,  -14.03,  -24.02
200012,    5.84,    7.59,    7.01,    4.60,   -7.31,    4.85,    7.19,    7.25,    7.91,    6.61,    7.34,    5.47,    4.01,   -0.10,   -9.83
200101,    2.67,    3.54,    6.53,   10.87,   40.16,    2.88,    2.42,    3.12,    3.97,    5.41,    7.59,    8.28,   12.84,   18.98,   46.88
200102,    1.71,    0.97,    0.07,   -2.93,  -14.51,    1.98,    1.34,    1.35,    0.60,    0.90,   -0.82,   -0.77,   -4.49,   -8.52,  -16.24
200103,   -0.09,   -1.40,   -1.10,   -2.94,  -12.28,    0.20,   -0.48,   -1.80,   -1.07,   -0.62,   -1.55,   -2.52,   -3.32,   -5.93,  -14.13
200104,    3.19,    4.18,    5.59,    5.96,   10.25,    2.56,    4.03,    4.39,    3.98,    5.43,    5.71,    5.51,    6.33,    8.17,   10.88
200105,    5.27,    5.50,    4.49,    5.80,    8.27,    5.52,    4.93,    5.74,    5.27,    4.21,    4.74,    6.12,    5.51,    8.32,    8.26
200106,    1.74,    2.34,    2.20,    2.74,    0.73,    1.89,    1.56,    2.71,    1.98,    2.54,    1.91,    3.18,    2.36,    4.14,   -0.27
200107,    1.48,    2.42,    1.28,   -1.60,   -6.06,    2.42,    0.35,    2.78,    2.08,    2.77,    0.01,   -0.62,   -2.32,   -2.03,   -7.32
200108,    0.30,   -0.19,   -0.53,   -2.55,   -6.72,    0.39,    0.18,   -0.12,   -0.23,   -0.40,   -0.65,   -2.75,   -2.37,   -3.73,   -7.77
200109,   -4.97,   -8.26,   -8.76,  -12.71,  -16.89,   -4.21,   -5.86,   -7.22,   -9.27,   -8.47,   -9.02,  -11.69,  -13.58,  -14.52,  -17.79
200110,    0.62,    1.24,    3.03,    6.64,   12.69,    0.37,    0.91,    0.60,    1.87,    1.87,    3.95,    5.58,    7.44,    8.75,   14.13
200111,    3.93,    5.59,    6.54,    7.07,   10.30,    3.37,    4.51,    5.71,    5.48,    5.88,    7.19,    7.00,    7.13,    8.41,   11.02
200112,    3.29,    4.47,    5.90,    6.29,    7.70,    3.23,    3.36,    4.59,    4.37,    5.25,    6.47,    5.59,    6.84,    7.06,    7.95
200201,    1.66,    1.73,    1.61,    1.72,    1.96,    1.52,    1.81,    1.72,    1.75,    1.98,    1.23,    2.03,    1.47,   -0.15,    2.73
200202,    2.47,    1.89,    0.78,   -1.07,   -8.47,    2.28,    2.69,    1.91,    1.88,    0.74,    0.81,   -0.88,   -1.21,   -5.50,   -9.61
200203,    4.99,    6.19,    6.04,    8.58,    9.57,    4.47,    5.70,    5.87,    6.54,    5.46,    6.54,    8.88,    8.35,    9.21,    9.74
200204,    3.34,    3.44,    4.05,    2.03,   -3.31,    3.63,    2.96,    3.77,    3.12,    4.14,    3.97,    1.68,    2.27,   -1.38,   -4.31
200205,    0.81,    0.52,   -0.20,   -1.61,   -4.42,    0.97,    0.63,    0.37,    0.68,   -0.19,   -0.21,   -1.28,   -1.88,   -3.70,   -4.79
200206,   -2.01,   -2.15,   -2.70,   -4.03,  -11.04,   -1.93,   -2.09,   -1.92,   -2.35,   -2.43,   -2.97,   -2.81,   -4.93,   -7.50,  -12.61
200207,   -5.75,   -7.94,  -10.20,  -12.17,  -14.37,   -4.38,   -7.25,   -7.10,   -8.75,   -9.68,  -10.79,  -12.13,  -12.20,  -13.70,  -14.67
200208,    1.34,    1.50,    0.44,    0.47,   -0.31,    1.86,    0.72,    1.38,    1.62,    0.48,    0.40,    1.45,   -0.44,   -1.21,    0.10
200209,   -4.17,   -4.90,   -5.89,   -6.82,  -12.27,   -3.94,   -4.48,   -5.58,   -4.28,   -6.24,   -5.55,   -6.22,   -7.31,   -9.52,  -13.56
200210,    1.95,    2.25,    2.94,    2.82,    7.25,    1.72,    2.29,    2.38,    2.13,    2.46,    3.39,    1.51,    3.82,    5.00,    8.32
200211,    2.67,    3.78,    5.69,    8.55,   21.92,    2.73,    2.59,    3.83,    3.73,    4.94,    6.36,    6.71,    9.95,   15.02,   25.16
200212,    0.32,   -0.74,   -0.58,   -3.52,   -9.88,    0.47,    0.08,   -0.82,   -0.67,   -0.49,   -0.66,   -3.09,   -3.89,   -6.27,  -11.46
200301,    0.33,   -1.19,   -2.84,   -1.27,    2.04,    0.57,   -0.02,   -0.75,   -1.67,   -2.86,   -2.82,   -1.19,   -1.32,    0.51,    2.75
200302,   -0.21,   -1.13,   -2.81,   -2.49,   -3.77,    0.10,   -0.60,   -1.28,   -0.97,   -2.43,   -3.23,   -2.76,   -2.29,   -2.85,   -4.13
200303,    0.43,    1.29,    1.35,    0.53,    1.71,    0.01,    0.88,    1.82,    0.76,    1.69,    1.00,    0.99,    0.18,    1.71,    1.72
200304,    5.92,    6.55,    7.29,    8.30,   13.77,    5.48,    6.38,    6.04,    7.05,    7.71,    6.93,    7.72,    8.74,   12.26,   14.49
200305,    5.17,    6.62,    6.50,   10.69,   22.39,    5.36,    4.97,    5.93,    7.40,    6.47,    6.52,    8.17,   12.56,   16.62,   25.06
200306,    1.15,    1.78,    2.77,    4.20,    8.12,    1.06,    1.25,    1.82,    1.74,    2.84,    2.72,    4.52,    3.93,    4.91,    9.34
200307,    3.28,    3.99,    4.31,    5.92,   10.19,    3.87,    2.70,    4.04,    3.95,    4.10,    4.53,    5.52,    6.25,    9.04,   10.59
200308,    1.85,    3.17,    4.08,    4.98,    6.50,    1.85,    1.84,    2.71,    3.57,    3.84,    4.28,    4.66,    5.24,    5.30,    6.95
200309,    0.80,    0.06,   -0.75,   -0.27,    4.65,    0.81,    0.80,    0.11,    0.02,   -1.47,   -0.09,    0.28,   -0.84,   -0.13,    6.16
200310,    5.21,    6.52,    7.05,    7.73,   10.27,    4.91,    5.49,    6.00,    7.00,    7.02,    7.07,    7.46,    7.95,    9.63,   10.43
200311,    2.16,    3.20,    3.87,    3.91,    4.18,    1.86,    2.44,    3.23,    3.17,    3.44,    4.25,    3.49,    4.24,    4.74,    3.96
200312,    4.10,    3.91,    4.04,    3.05,    3.37,    3.87,    4.33,    3.60,    4.17,    4.08,    4.01,    3.00,    3.08,    3.44,    3.34
200401,    1.92,    2.18,    2.84,    4.33,   11.06,    1.18,    2.65,    2.01,    2.34,    2.75,    2.91,    3.58,    5.01,    6.08,   13.01
200402,    2.44,    2.45,    1.95,    2.14,   -0.03,    2.14,    2.74,    2.33,    2.54,    1.77,    2.10,    2.42,    1.87,    1.27,   -0.51
200403,    0.36,    0.56,    0.46,    0.64,    0.02,    0.12,    0.60,    0.14,    0.96,    0.48,    0.45,    1.13,    0.22,    0.91,   -0.31
200404,   -2.10,   -1.47,   -1.87,   -1.72,   -4.35,   -2.39,   -1.82,   -1.20,   -1.71,   -1.92,   -1.82,   -1.49,   -1.90,   -3.11,   -4.87
200405,    1.03,    0.19,    0.00,    1.09,   -0.52,    1.17,    0.89,    0.09,    0.27,    0.07,   -0.06,    0.75,    1.34,    0.70,   -0.93
200406,    2.34,    3.71,    3.70,    3.49,    1.71,    2.29,    2.40,    3.70,    3.72,    3.59,    3.79,    3.86,    3.20,    3.92,    0.97
200407,   -2.12,   -2.74,   -3.43,   -4.28,   -9.53,   -1.51,   -2.71,   -2.73,   -2.74,   -3.49,   -3.38,   -3.97,   -4.47,   -6.85,  -10.40
200408,    1.89,    0.48,   -0.11,   -0.75,   -2.81,    1.89,    1.89,    0.65,    0.33,    0.30,   -0.51,   -1.15,   -0.43,   -1.88,   -3.17
200409,    1.66,    2.88,    4.43,    4.41,    4.59,    1.13,    2.19,    2.73,    3.03,    4.24,    4.64,    4.17,    4.59,    4.54,    4.60
200410,    1.84,    2.15,    2.19,    2.03,    1.72,    1.47,    2.17,    2.30,    2.00,    2.07,    2.30,    2.11,    1.98,    2.73,    1.37
200411,    4.52,    6.37,    6.97,    8.38,   10.54,    4.23,    4.78,    6.17,    6.55,    6.35,    7.60,    8.73,    8.07,    7.47,   11.59
200412,    2.70,    2.95,    3.80,    4.25,    8.57,    2.47,    2.94,    3.24,    2.68,    4.03,    3.59,    3.27,    5.17,    6.13,    9.41
200501,   -2.17,   -2.18,   -1.72,   -1.48,   -5.25,   -2.14,   -2.19,   -2.22,   -2.14,   -1.99,   -1.48,   -1.76,   -1.24,   -2.85,   -6.00
200502,    0.93,    1.88,    1.95,    2.63,    0.17,    0.82,    1.04,    1.80,    1.96,    1.48,    2.45,    2.79,    2.48,    1.96,   -0.45
200503,   -0.90,   -0.56,   -1.03,   -2.01,   -4.57,   -0.79,   -0.99,   -0.22,   -0.84,   -1.25,   -0.84,   -1.65,   -2.30,   -3.20,   -5.02
200504,   -1.59,   -3.59,   -4.81,   -4.83,   -7.65,   -1.39,   -1.76,   -3.74,   -3.44,   -4.34,   -5.22,   -4.59,   -5.02,   -5.93,   -8.25
200505,    2.92,    4.07,    5.05,    5.12,    5.58,    2.80,    3.03,    3.97,    4.18,    4.61,    5.45,    5.15,    5.10,    5.50,    5.60
200506,    1.96,    2.68,    3.17,    3.98,    3.76,    1.57,    2.35,    2.41,    2.93,    3.12,    3.23,    4.39,    3.63,    4.33,    3.53
200507,    3.24,    4.97,    5.46,    6.45,    7.69,    2.59,    3.90,    4.69,    5.20,    5.21,    5.70,    6.09,    6.72,    7.17,    7.91
200508,   -1.20,   -1.28,   -0.72,   -0.86,   -1.23,   -1.02,   -1.37,   -0.56,   -1.88,   -0.70,   -0.74,   -1.23,   -0.54,   -1.05,   -1.30
200509,   -0.01,   -0.06,    0.31,    0.87,    0.89,   -0.57,    0.53,   -0.15,    0.02,    0.69,    0.00,    0.57,    1.09,    1.06,    0.82
200510,   -1.03,   -1.38,   -1.87,   -2.79,   -4.70,   -0.86,   -1.19,   -1.23,   -1.52,   -1.65,   -2.05,   -3.13,   -2.51,   -3.09,   -5.34
200511,    2.73,    3.74,    3.71,    4.54,    3.46,    2.51,    2.95,    3.62,    3.84,    3.71,    3.71,    4.29,    4.75,    3.90,    3.28
200512,    0.19,    0.04,    0.22,    0.41,    1.72,    0.03,    0.35,   -0.21,    0.26,   -0.07,    0.50,    0.71,    0.17,    1.67,    1.75
200601,    2.65,    3.64,    5.65,    7.69,   10.98,    2.19,    3.12,    2.94,    4.18,    4.74,    6.47,    6.44,    8.62,    8.68,   11.88
200602,    1.35,    1.32,    0.90,   -0.05,    0.17,    1.39,    1.31,    1.11,    1.50,    1.28,    0.55,   -0.14,    0.01,   -0.88,    0.56
200603,    1.84,    3.08,    3.70,    4.36,    5.11,    1.63,    2.06,    2.64,    3.47,    4.39,    3.07,    3.50,    5.06,    4.21,    5.46
200604,    0.56,    0.28,    0.01,    1.29,    0.86,    0.97,    0.19,    0.60,   -0.04,    0.02,    0.00,    1.22,    1.36,    0.76,    0.89
200605,   -0.63,   -2.23,   -3.70,   -4.33,   -6.97,   -0.27,   -0.97,   -2.37,   -2.09,   -2.30,   -4.93,   -4.19,   -4.46,   -5.48,   -7.61
200606,    0.58,    0.29,    0.15,   -0.81,   -1.86,    0.57,    0.59,    0.26,    0.32,    0.56,   -0.23,   -1.26,   -0.44,   -0.92,   -2.23
200607,    0.97,   -1.13,   -1.97,   -3.47,   -5.54,    1.21,    0.75,   -0.75,   -1.51,   -1.88,   -2.06,   -2.66,   -4.10,   -4.68,   -5.90
200608,    1.77,    2.30,    2.63,    2.18,    1.90,    1.76,    1.79,    2.62,    1.99,    2.57,    2.69,    2.05,    2.30,    2.48,    1.64
200609,    1.32,    2.10,    1.17,    1.90,    0.13,    1.32,    1.32,    2.02,    2.17,    0.81,    1.52,    2.06,    1.75,    0.59,   -0.06
200610,    2.97,    3.80,    4.28,    4.96,    6.08,    2.43,    3.58,    3.54,    4.03,    4.44,    4.14,    4.93,    5.00,    6.88,    5.73
200611,    2.03,    2.46,    2.28,    2.34,    3.20,    2.24,    1.81,    2.01,    2.86,    1.85,    2.68,    2.63,    2.12,    2.83,    3.36
200612,    1.63,    1.85,    1.36,    0.97,    1.24,    1.63,    1.63,    1.51,    2.12,    1.58,    1.15,    1.03,    0.91,    1.33,    1.21
200701,    0.71,    1.49,    1.92,    2.69,    2.96,   -0.05,    1.40,    1.76,    1.26,    1.94,    1.90,    3.02,    2.39,    2.27,    3.20
200702,    0.25,   -0.56,    0.48,    0.38,    0.20,    0.37,    0.15,   -0.79,   -0.36,    0.36,    0.58,    0.25,    0.49,    0.68,    0.01
200703,    0.50,    0.51,    1.13,    0.74,   -0.06,    0.28,    0.70,    0.57,    0.46,    1.01,    1.25,    1.01,    0.49,    1.45,   -0.63
200704,    1.23,    1.67,    1.60,    2.78,    2.97,    1.28,    1.18,    1.74,    1.59,    1.52,    1.67,    2.29,    3.11,    2.21,    3.27
200705,    2.53,    3.22,    3.49,    3.36,    1.32,    1.89,    3.10,    2.71,    3.64,    3.13,    3.79,    3.40,    3.33,    3.09,    0.59
